GDP,Tertiary_Education,Cost_buss_proc,Corporate_Tax,Income_Tax,UNEDUC,knowent,opport,suskill,sunewcst,discent,IND_UNK,IND_EXTRAC,IND_TRANS,IND_SERV,IND_CONS,gender,age,age2,TEAyy
34938.58,40.95,1.4,2.372,7.181,1,1,1,1,0,0,0,0,0,1,0,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,0,1,2,50,2500,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,1,0,0,0,1,0,0,2,25,625,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,0,0,0,0,0,1,0,2,33,1089,1
34938.58,40.95,1.4,2.372,7.181,1,0,0,1,0,0,0,0,1,0,0,2,51,2601,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,1,0,0,0,0,0,1,2,55,3025,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,0,1,0,0,2,52,2704,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,0,1,0,0,2,38,1444,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,0,0,0,1,2,51,2601,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,1,0,2,35,1225,1
34938.58,40.95,1.4,2.372,7.181,1,0,0,0,0,0,0,0,0,1,0,2,30,900,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,0,0,0,0,0,0,0,1,2,33,1089,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,0,0,1,0,2,41,1681,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,0,0,0,0,0,0,0,1,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,0,0,0,1,0,0,0,2,41,1681,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,1,0,2,41,1681,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,1,0,0,2,35,1225,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,0,0,0,0,0,1,0,0,2,30,900,1
34938.58,40.95,1.4,2.372,7.181,1,0,1,1,0,0,0,0,0,1,0,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,0,0,0,0,0,0,0,1,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,33,1089,1
34938.58,40.95,1.4,2.372,7.181,1,0,1,0,0,0,0,0,0,0,1,2,41,1681,1
34938.58,40.95,1.4,2.372,7.181,1,0,1,1,0,0,0,0,0,1,0,2,36,1296,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,33,1089,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,0,0,0,0,0,0,1,0,2,42,1764,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,0,1,0,0,0,1,0,2,36,1296,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,0,1,2,39,1521,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,1,0,0,0,0,0,1,2,21,441,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,1,0,0,0,0,0,1,2,47,2209,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,0,0,0,1,2,50,2500,1
34938.58,40.95,1.4,2.372,7.181,1,0,0,1,0,0,0,0,0,0,1,2,47,2209,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,1,0,0,0,1,0,0,2,48,2304,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,0,0,0,0,0,1,0,0,2,60,3600,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,34,1156,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,0,0,0,1,2,47,2209,1
34938.58,40.95,1.4,2.372,7.181,1,0,0,1,0,0,0,0,0,0,1,2,33,1089,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,0,1,2,33,1089,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,0,1,2,33,1089,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,0,0,0,0,1,0,0,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,0,0,0,0,0,0,1,2,33,1089,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,41,1681,1
34938.58,40.95,1.4,2.372,7.181,1,1,1,1,0,0,0,0,0,1,0,2,33,1089,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,43,1849,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,33,1089,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,0,1,2,41,1681,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,0,0,0,0,1,0,0,0,2,55,3025,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,0,1,0,0,2,36,1296,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,0,0,0,0,0,0,0,1,2,24,576,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,0,1,2,41,1681,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,0,0,0,1,2,29,841,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,0,1,0,0,2,40,1600,1
34938.58,40.95,1.4,2.372,7.181,1,1,0,1,1,0,0,0,0,1,0,2,41,1681,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,1,0,2,36,1296,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,0,0,0,1,2,39,1521,1
34938.58,40.95,1.4,2.372,7.181,1,0,1,1,0,0,0,0,0,1,0,2,55,3025,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,0,0,0,0,0,0,1,2,30,900,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,1,0,2,24,576,1
34938.58,40.95,1.4,2.372,7.181,1,1,1,1,0,0,0,0,0,0,1,2,38,1444,1
34938.58,40.95,1.4,2.372,7.181,1,1,1,1,1,0,0,0,0,0,1,2,47,2209,1
34938.58,40.95,1.4,2.372,7.181,1,1,1,1,0,0,0,0,0,0,1,2,26,676,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,1,0,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,0,0,0,1,2,25,625,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,0,0,0,1,0,0,0,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,0,0,0,0,0,0,0,1,2,25,625,1
34938.58,40.95,1.4,2.372,7.181,1,1,0,1,0,0,0,0,0,0,1,2,39,1521,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,0,0,0,0,0,0,0,1,2,45,2025,1
34938.58,40.95,1.4,2.372,7.181,1,0,0,0,0,0,0,0,0,1,0,2,56,3136,1
34938.58,40.95,1.4,2.372,7.181,1,1,1,1,0,0,0,0,0,1,0,2,51,2601,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,1,0,0,0,0,0,1,2,55,3025,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,0,0,0,0,1,0,0,2,47,2209,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,0,0,0,1,0,0,0,2,25,625,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,1,1,0,0,0,0,0,0,0,0,1,2,25,625,1
34938.58,40.95,1.4,2.372,7.181,0,1,0,1,1,0,0,0,0,0,1,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,0,1,2,38,1444,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,0,1,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,1,0,0,0,0,1,0,2,54,2916,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,1,0,0,0,0,1,0,2,43,1849,1
34938.58,40.95,1.4,2.372,7.181,1,1,0,0,0,0,0,0,0,0,1,2,54,2916,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,0,1,2,37,1369,1
34938.58,40.95,1.4,2.372,7.181,1,1,1,1,0,0,0,0,0,0,1,2,34,1156,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,0,0,0,0,0,0,1,2,43,1849,1
34938.58,40.95,1.4,2.372,7.181,1,0,0,1,1,0,1,0,0,0,0,2,31,961,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,0,0,0,0,0,0,0,1,2,64,4096,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,34,1156,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,0,1,2,44,1936,1
34938.58,40.95,1.4,2.372,7.181,0,0,0,1,0,0,0,0,0,0,1,2,45,2025,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,46,2116,1
34938.58,40.95,1.4,2.372,7.181,1,1,1,1,0,1,0,0,0,0,1,2,35,1225,1
34938.58,40.95,1.4,2.372,7.181,0,0,1,1,0,0,0,0,0,0,1,2,34,1156,1
34938.58,40.95,1.4,2.372,7.181,0,1,1,1,0,0,0,0,0,0,1,2,33,1089,1
26668.04,32.12,8.5,1.785,5.279,0,1,1,1,0,0,0,0,0,1,0,2,36,1296,1
26668.04,32.12,8.5,1.785,5.279,1,1,0,1,1,0,0,0,0,1,0,2,37,1369,1
26668.04,32.12,8.5,1.785,5.279,0,1,1,1,0,0,0,1,0,0,0,2,29,841,1
26668.04,32.12,8.5,1.785,5.279,1,0,0,1,1,0,0,0,1,0,0,2,32,1024,1
26668.04,32.12,8.5,1.785,5.279,0,1,0,1,1,0,0,1,0,0,0,2,21,441,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,1,0,0,0,1,0,0,0,2,20,400,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,0,0,0,0,0,0,1,0,2,59,3481,1
26668.04,32.12,8.5,1.785,5.279,1,1,1,1,0,0,0,0,0,0,1,2,36,1296,1
26668.04,32.12,8.5,1.785,5.279,1,1,0,1,0,0,0,0,0,0,1,2,35,1225,1
26668.04,32.12,8.5,1.785,5.279,1,0,0,0,0,0,0,0,0,0,1,2,45,2025,1
26668.04,32.12,8.5,1.785,5.279,1,1,1,1,0,0,0,0,0,0,1,2,21,441,1
26668.04,32.12,8.5,1.785,5.279,1,0,0,1,0,0,0,0,0,1,0,2,35,1225,1
26668.04,32.12,8.5,1.785,5.279,0,1,0,1,0,0,0,0,0,0,1,2,47,2209,1
26668.04,32.12,8.5,1.785,5.279,1,0,0,1,1,0,0,0,0,0,1,2,28,784,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,1,0,0,0,0,1,0,0,2,42,1764,1
26668.04,32.12,8.5,1.785,5.279,0,1,0,0,0,0,0,0,0,0,1,2,39,1521,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,1,0,0,1,0,0,0,0,2,39,1521,1
26668.04,32.12,8.5,1.785,5.279,0,1,0,1,1,0,0,0,0,1,0,2,34,1156,1
26668.04,32.12,8.5,1.785,5.279,0,1,0,1,0,0,0,0,0,0,1,2,50,2500,1
26668.04,32.12,8.5,1.785,5.279,0,1,0,0,0,0,0,0,0,0,1,2,59,3481,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,0,0,0,0,0,0,0,1,2,23,529,1
26668.04,32.12,8.5,1.785,5.279,1,1,0,1,0,0,0,0,1,0,0,2,32,1024,1
26668.04,32.12,8.5,1.785,5.279,0,1,0,1,0,0,0,0,0,0,1,2,47,2209,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,1,0,0,0,0,0,1,0,2,28,784,1
26668.04,32.12,8.5,1.785,5.279,1,1,0,1,0,0,0,1,0,0,0,2,35,1225,1
26668.04,32.12,8.5,1.785,5.279,1,1,1,1,0,0,0,0,0,0,1,2,24,576,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,1,0,0,0,1,0,0,0,2,23,529,1
26668.04,32.12,8.5,1.785,5.279,1,1,1,0,1,0,0,0,0,0,1,2,49,2401,1
26668.04,32.12,8.5,1.785,5.279,0,1,0,1,1,0,0,0,0,0,1,2,33,1089,1
26668.04,32.12,8.5,1.785,5.279,1,0,0,0,0,0,0,0,0,1,0,2,39,1521,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,0,0,0,0,0,0,0,1,2,38,1444,1
26668.04,32.12,8.5,1.785,5.279,1,0,0,1,0,0,0,0,0,1,0,2,55,3025,1
26668.04,32.12,8.5,1.785,5.279,1,1,1,1,1,0,0,0,0,0,1,2,45,2025,1
26668.04,32.12,8.5,1.785,5.279,1,1,1,1,1,0,0,0,0,0,1,2,32,1024,1
26668.04,32.12,8.5,1.785,5.279,0,1,1,1,1,0,0,1,0,0,0,2,23,529,1
26668.04,32.12,8.5,1.785,5.279,1,1,0,1,0,0,0,0,0,0,1,2,38,1444,1
26668.04,32.12,8.5,1.785,5.279,0,1,0,0,0,0,0,0,0,0,1,2,45,2025,1
26668.04,32.12,8.5,1.785,5.279,1,1,0,1,0,0,0,0,0,0,1,2,36,1296,1
26668.04,32.12,8.5,1.785,5.279,1,1,1,0,0,0,1,0,0,0,0,2,59,3481,1
26668.04,32.12,8.5,1.785,5.279,1,1,1,1,0,0,0,0,0,1,0,2,61,3721,1
26668.04,32.12,8.5,1.785,5.279,1,0,1,0,1,0,0,0,0,1,0,2,36,1296,1
26668.04,32.12,8.5,1.785,5.279,1,1,0,1,1,0,0,0,0,0,1,2,41,1681,1
26668.04,32.12,8.5,1.785,5.279,0,1,0,0,0,0,0,0,0,0,1,2,52,2704,1
26668.04,32.12,8.5,1.785,5.279,1,0,0,1,0,0,0,0,1,0,0,2,27,729,1
26668.04,32.12,8.5,1.785,5.279,1,1,1,0,1,0,0,0,0,0,1,2,21,441,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,1,0,0,0,0,0,0,1,2,49,2401,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,0,0,0,0,1,0,0,0,2,53,2809,1
26668.04,32.12,8.5,1.785,5.279,0,1,0,1,0,0,0,1,0,0,0,2,49,2401,1
26668.04,32.12,8.5,1.785,5.279,1,1,0,1,1,0,0,0,0,0,1,2,37,1369,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,0,0,0,0,1,0,0,0,2,59,3481,1
26668.04,32.12,8.5,1.785,5.279,0,0,0,1,1,0,0,0,1,0,0,2,43,1849,1
26668.04,32.12,8.5,1.785,5.279,1,1,1,0,1,0,0,0,0,0,1,2,33,1089,1
26668.04,32.12,8.5,1.785,5.279,1,0,0,1,0,0,0,0,1,0,0,2,38,1444,1
26668.04,32.12,8.5,1.785,5.279,0,1,1,1,0,0,0,0,0,0,1,2,25,625,1
36909.3,25.14,14.8,2.03,11.175,0,1,1,1,1,0,0,0,0,1,0,2,48,2304,1
36909.3,25.14,14.8,2.03,11.175,1,1,1,1,1,0,0,0,0,1,0,2,31,961,1
36909.3,25.14,14.8,2.03,11.175,0,0,0,1,0,0,0,0,0,1,0,2,19,361,1
36909.3,25.14,14.8,2.03,11.175,0,1,0,1,0,0,0,0,0,0,1,2,44,1936,1
36909.3,25.14,14.8,2.03,11.175,0,0,1,0,0,0,0,0,1,0,0,2,44,1936,1
36909.3,25.14,14.8,2.03,11.175,0,0,0,1,1,0,0,0,0,1,0,2,36,1296,1
36909.3,25.14,14.8,2.03,11.175,0,1,0,1,1,0,0,0,1,0,0,2,37,1369,1
36909.3,25.14,14.8,2.03,11.175,0,1,0,0,0,0,0,0,1,0,0,2,34,1156,1
36909.3,25.14,14.8,2.03,11.175,0,0,0,1,1,0,0,0,0,0,1,2,24,576,1
36909.3,25.14,14.8,2.03,11.175,1,0,0,0,0,0,0,0,0,1,0,2,24,576,1
36909.3,25.14,14.8,2.03,11.175,0,0,1,1,0,0,1,0,0,0,0,2,52,2704,1
36909.3,25.14,14.8,2.03,11.175,0,0,0,1,0,0,0,0,0,0,1,2,44,1936,1
36909.3,25.14,14.8,2.03,11.175,0,0,0,1,1,0,0,0,0,0,1,2,31,961,1
36909.3,25.14,14.8,2.03,11.175,0,1,0,1,1,0,0,0,0,0,1,2,26,676,1
36909.3,25.14,14.8,2.03,11.175,1,1,0,1,1,0,0,0,0,0,1,2,50,2500,1
36909.3,25.14,14.8,2.03,11.175,0,0,1,0,0,0,0,1,0,0,0,2,55,3025,1
36909.3,25.14,14.8,2.03,11.175,0,0,1,1,0,0,0,0,0,0,1,2,57,3249,1
36909.3,25.14,14.8,2.03,11.175,1,1,1,1,1,0,0,0,1,0,0,2,54,2916,1
36909.3,25.14,14.8,2.03,11.175,0,0,0,1,0,0,0,0,0,0,1,2,24,576,1
36909.3,25.14,14.8,2.03,11.175,0,1,1,1,1,0,0,0,0,0,1,2,28,784,1
36909.3,25.14,14.8,2.03,11.175,0,1,0,1,0,0,0,0,0,1,0,2,35,1225,1
36909.3,25.14,14.8,2.03,11.175,0,1,0,0,1,0,0,0,0,1,0,2,26,676,1
36909.3,25.14,14.8,2.03,11.175,0,1,0,0,0,1,0,0,0,0,1,2,34,1156,1
36909.3,25.14,14.8,2.03,11.175,0,1,1,1,0,0,1,0,0,0,0,2,50,2500,1
36909.3,25.14,14.8,2.03,11.175,1,1,1,1,1,0,0,0,0,1,0,2,35,1225,1
36909.3,25.14,14.8,2.03,11.175,1,1,0,0,0,0,0,0,0,0,1,2,42,1764,1
36909.3,25.14,14.8,2.03,11.175,1,0,0,1,1,0,0,0,0,0,1,2,58,3364,1
36909.3,25.14,14.8,2.03,11.175,1,0,1,0,0,0,0,0,0,0,1,2,34,1156,1
36909.3,25.14,14.8,2.03,11.175,0,0,0,0,0,0,0,1,0,0,0,2,61,3721,1
36909.3,25.14,14.8,2.03,11.175,0,1,0,1,0,0,1,0,0,0,0,2,20,400,1
36909.3,25.14,14.8,2.03,11.175,0,0,0,0,0,0,0,0,1,0,0,2,34,1156,1
63938.96,46.5,2.3,2.954,8.567,0,0,1,1,0,0,0,0,0,1,0,2,42,1764,1
63938.96,46.5,2.3,2.954,8.567,0,1,1,1,0,0,0,0,0,1,0,2,34,1156,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,1,0,0,0,0,0,0,1,2,44,1936,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,1,1,0,0,0,0,0,1,2,25,625,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,1,0,0,0,0,0,0,1,2,30,900,1
63938.96,46.5,2.3,2.954,8.567,0,1,1,1,0,0,0,0,0,0,1,2,57,3249,1
63938.96,46.5,2.3,2.954,8.567,1,0,0,0,1,0,0,0,0,0,1,2,29,841,1
63938.96,46.5,2.3,2.954,8.567,0,0,1,1,0,0,0,0,0,0,1,2,47,2209,1
63938.96,46.5,2.3,2.954,8.567,0,1,0,1,0,0,0,0,1,0,0,2,40,1600,1
63938.96,46.5,2.3,2.954,8.567,0,1,1,0,1,0,0,0,0,1,0,2,29,841,1
63938.96,46.5,2.3,2.954,8.567,0,1,1,1,1,0,0,0,0,0,1,2,44,1936,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,0,0,0,0,0,1,0,0,2,40,1600,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,0,0,0,0,0,0,0,1,2,48,2304,1
63938.96,46.5,2.3,2.954,8.567,1,1,1,1,0,0,0,0,0,1,0,2,38,1444,1
63938.96,46.5,2.3,2.954,8.567,0,0,1,0,0,0,0,0,0,0,1,2,58,3364,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,1,1,0,0,0,0,0,1,2,53,2809,1
63938.96,46.5,2.3,2.954,8.567,1,0,1,1,0,1,0,0,0,0,1,2,54,2916,1
63938.96,46.5,2.3,2.954,8.567,0,1,1,1,1,0,0,0,0,1,0,2,35,1225,1
63938.96,46.5,2.3,2.954,8.567,0,1,1,1,0,0,0,0,0,1,0,2,42,1764,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,1,1,0,0,0,0,1,0,2,48,2304,1
63938.96,46.5,2.3,2.954,8.567,1,1,0,1,0,0,0,0,0,1,0,2,29,841,1
63938.96,46.5,2.3,2.954,8.567,1,1,0,0,0,0,0,0,1,0,0,2,30,900,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,0,1,0,0,0,0,0,1,2,29,841,1
63938.96,46.5,2.3,2.954,8.567,0,0,1,1,1,1,0,0,0,0,1,2,61,3721,1
63938.96,46.5,2.3,2.954,8.567,1,0,1,0,1,0,0,0,1,0,0,2,64,4096,1
63938.96,46.5,2.3,2.954,8.567,0,1,1,0,0,0,0,0,0,0,1,2,55,3025,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,1,1,0,0,0,0,0,1,2,49,2401,1
63938.96,46.5,2.3,2.954,8.567,0,1,1,0,0,0,0,0,0,0,1,2,47,2209,1
63938.96,46.5,2.3,2.954,8.567,0,1,0,1,0,0,0,0,0,0,1,2,47,2209,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,0,0,0,0,0,0,0,1,2,22,484,1
63938.96,46.5,2.3,2.954,8.567,0,0,1,0,0,0,0,0,0,0,1,2,39,1521,1
63938.96,46.5,2.3,2.954,8.567,0,1,0,1,0,0,0,0,0,0,1,2,27,729,1
63938.96,46.5,2.3,2.954,8.567,0,1,0,1,0,0,0,0,0,0,1,2,54,2916,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,1,0,0,0,0,0,0,1,2,21,441,1
63938.96,46.5,2.3,2.954,8.567,0,1,0,0,0,0,0,1,0,0,0,2,36,1296,1
63938.96,46.5,2.3,2.954,8.567,1,1,1,0,0,0,0,0,1,0,0,2,55,3025,1
63938.96,46.5,2.3,2.954,8.567,1,0,1,1,0,1,0,0,0,1,0,2,63,3969,1
63938.96,46.5,2.3,2.954,8.567,0,0,0,0,0,0,1,0,0,0,0,2,51,2601,1
63938.96,46.5,2.3,2.954,8.567,0,1,0,0,0,0,0,0,0,0,1,2,34,1156,1
63938.96,46.5,2.3,2.954,8.567,0,1,1,1,0,0,0,0,0,0,1,2,39,1521,1
63938.96,46.5,2.3,2.954,8.567,1,0,1,1,0,0,0,0,0,0,1,2,47,2209,1
63938.96,46.5,2.3,2.954,8.567,0,1,0,1,1,0,0,0,1,0,0,2,25,625,1
63938.96,46.5,2.3,2.954,8.567,1,0,0,0,0,0,0,0,0,0,1,2,47,2209,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,1,0,0,0,0,0,1,0,2,24,576,1
42522.18,49.94,0.3,2.426,8.908,1,0,1,1,0,0,0,0,0,0,1,2,63,3969,1
42522.18,49.94,0.3,2.426,8.908,0,1,1,1,1,0,0,0,1,0,0,2,41,1681,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,1,1,0,0,0,0,0,1,2,45,2025,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,1,0,0,0,0,0,0,1,2,28,784,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,1,0,0,0,0,0,0,1,2,59,3481,1
42522.18,49.94,0.3,2.426,8.908,0,1,1,1,1,0,0,0,0,0,1,2,22,484,1
42522.18,49.94,0.3,2.426,8.908,0,0,1,1,0,0,0,0,0,1,0,2,62,3844,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,1,0,0,0,0,0,1,0,2,40,1600,1
42522.18,49.94,0.3,2.426,8.908,1,0,0,1,0,0,0,0,0,0,1,2,39,1521,1
42522.18,49.94,0.3,2.426,8.908,0,1,1,1,0,0,0,0,0,0,1,2,36,1296,1
42522.18,49.94,0.3,2.426,8.908,0,0,0,1,1,0,0,0,0,1,0,2,47,2209,1
42522.18,49.94,0.3,2.426,8.908,0,0,1,1,0,0,0,0,0,0,1,2,33,1089,1
42522.18,49.94,0.3,2.426,8.908,0,1,0,1,0,0,0,0,0,0,1,2,20,400,1
42522.18,49.94,0.3,2.426,8.908,0,1,1,1,0,0,0,0,0,1,0,2,36,1296,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,1,0,0,0,0,0,0,1,2,39,1521,1
42522.18,49.94,0.3,2.426,8.908,0,1,0,1,0,0,0,0,0,0,1,2,49,2401,1
42522.18,49.94,0.3,2.426,8.908,0,1,1,1,0,0,0,0,0,0,1,2,52,2704,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,0,0,0,0,0,0,1,0,2,50,2500,1
42522.18,49.94,0.3,2.426,8.908,0,1,0,1,1,0,0,0,0,0,1,2,64,4096,1
42522.18,49.94,0.3,2.426,8.908,1,1,0,1,0,0,0,0,0,0,1,2,20,400,1
42522.18,49.94,0.3,2.426,8.908,1,1,0,0,1,0,0,0,0,1,0,2,35,1225,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,0,0,0,0,0,0,0,1,2,40,1600,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,1,1,0,0,0,0,0,1,2,27,729,1
42522.18,49.94,0.3,2.426,8.908,0,0,1,1,0,0,0,0,0,1,0,2,45,2025,1
42522.18,49.94,0.3,2.426,8.908,0,1,1,1,1,0,0,0,0,0,1,2,22,484,1
42522.18,49.94,0.3,2.426,8.908,1,0,1,0,0,0,0,0,0,0,1,2,65,4225,1
42522.18,49.94,0.3,2.426,8.908,1,0,1,1,0,0,0,0,0,1,0,2,35,1225,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,1,1,0,0,0,0,0,1,2,39,1521,1
42522.18,49.94,0.3,2.426,8.908,1,0,1,1,0,0,0,0,0,1,0,2,63,3969,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,1,0,0,0,0,0,0,1,2,44,1936,1
42522.18,49.94,0.3,2.426,8.908,0,1,1,1,0,0,0,0,1,0,0,2,51,2601,1
42522.18,49.94,0.3,2.426,8.908,0,1,0,1,0,0,0,0,0,0,1,2,34,1156,1
42522.18,49.94,0.3,2.426,8.908,1,1,0,1,1,0,0,0,0,1,0,2,27,729,1
42522.18,49.94,0.3,2.426,8.908,0,0,1,1,0,0,0,0,1,0,0,2,49,2401,1
42522.18,49.94,0.3,2.426,8.908,1,0,1,1,0,0,0,0,0,0,1,2,41,1681,1
42522.18,49.94,0.3,2.426,8.908,0,1,0,1,1,0,0,0,0,0,1,2,36,1296,1
42522.18,49.94,0.3,2.426,8.908,0,0,1,1,0,0,0,0,0,1,0,2,53,2809,1
42522.18,49.94,0.3,2.426,8.908,0,1,1,1,0,1,0,0,0,0,1,2,52,2704,1
42522.18,49.94,0.3,2.426,8.908,1,1,1,1,1,0,0,0,0,1,0,2,62,3844,1
42522.18,49.94,0.3,2.426,8.908,0,1,1,1,1,0,0,0,0,0,1,2,59,3481,1
42522.18,49.94,0.3,2.426,8.908,0,1,1,1,1,0,0,0,0,0,1,2,43,1849,1
42522.18,49.94,0.3,2.426,8.908,1,1,0,1,1,0,0,0,0,1,0,2,44,1936,1
42522.18,49.94,0.3,2.426,8.908,1,0,1,1,1,0,0,0,0,0,1,2,28,784,1
42522.18,49.94,0.3,2.426,8.908,0,0,1,1,1,0,0,0,0,0,1,2,57,3249,1
42522.18,49.94,0.3,2.426,8.908,1,1,0,1,0,0,0,0,0,0,1,2,32,1024,1
42522.18,49.94,0.3,2.426,8.908,0,1,1,1,1,0,0,0,1,0,0,2,43,1849,1
